subject_iri,relation,object_iri,subject_label,object_label
http://healthcarekg.org/ontology/epilepsy_syndrome,hasSymptom,http://healthcarekg.org/ontology/amnesia_anterograde,"epilepsy syndrome","Amnesia, Anterograde"
http://healthcarekg.org/ontology/asthma,treatedBy,http://healthcarekg.org/ontology/flunisolide,"asthma","Flunisolide"
http://healthcarekg.org/ontology/bipolar_disorder,hasSymptom,http://healthcarekg.org/ontology/learning_disorders,"bipolar disorder","Learning Disorders"
http://healthcarekg.org/ontology/age_related_macular_degeneration,hasSymptom,http://healthcarekg.org/ontology/pseudophakia,"age related macular degeneration","Pseudophakia"
http://healthcarekg.org/ontology/hypertension,treatedBy,http://healthcarekg.org/ontology/eprosartan,"hypertension","Eprosartan"
http://healthcarekg.org/ontology/otosclerosis,hasSymptom,http://healthcarekg.org/ontology/hyperacusis,"otosclerosis","Hyperacusis"
http://healthcarekg.org/ontology/type_1_diabetes_mellitus,hasSymptom,http://healthcarekg.org/ontology/insulin_coma,"type 1 diabetes mellitus","Insulin Coma"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/dysarthria,"germ cell cancer","Dysarthria"
http://healthcarekg.org/ontology/malignant_glioma,hasSymptom,http://healthcarekg.org/ontology/aphasia_broca,"malignant glioma","Aphasia, Broca"
http://healthcarekg.org/ontology/tracheal_cancer,hasSymptom,http://healthcarekg.org/ontology/apnea,"tracheal cancer","Apnea"
http://healthcarekg.org/ontology/hypertension,hasSymptom,http://healthcarekg.org/ontology/snoring,"hypertension","Snoring"
http://healthcarekg.org/ontology/chronic_obstructive_pulmonary_disease,hasSymptom,http://healthcarekg.org/ontology/anoxia,"chronic obstructive pulmonary disease","Anoxia"
http://healthcarekg.org/ontology/psoriasis,hasSymptom,http://healthcarekg.org/ontology/back_pain,"psoriasis","Back Pain"
http://healthcarekg.org/ontology/hypertension,treatedBy,http://healthcarekg.org/ontology/isradipine,"hypertension","Isradipine"
http://healthcarekg.org/ontology/spinal_cancer,hasSymptom,http://healthcarekg.org/ontology/back_pain,"spinal cancer","Back Pain"
http://healthcarekg.org/ontology/mediastinal_cancer,hasSymptom,http://healthcarekg.org/ontology/back_pain,"mediastinal cancer","Back Pain"
http://healthcarekg.org/ontology/pancreatitis,hasSymptom,http://healthcarekg.org/ontology/pain_threshold,"pancreatitis","Pain Threshold"
http://healthcarekg.org/ontology/paget_s_disease_of_bone,treatedBy,http://healthcarekg.org/ontology/risedronate,"Paget's disease of bone","Risedronate"
http://healthcarekg.org/ontology/hypertension,treatedBy,http://healthcarekg.org/ontology/amiloride,"hypertension","Amiloride"
http://healthcarekg.org/ontology/intracranial_aneurysm,hasSymptom,http://healthcarekg.org/ontology/decerebrate_state,"intracranial aneurysm","Decerebrate State"
http://healthcarekg.org/ontology/pancreatic_cancer,hasSymptom,http://healthcarekg.org/ontology/jaundice,"pancreatic cancer","Jaundice"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/retinal_hemorrhage,"germ cell cancer","Retinal Hemorrhage"
http://healthcarekg.org/ontology/pharynx_cancer,hasSymptom,http://healthcarekg.org/ontology/cerebrospinal_fluid_rhinorrhea,"pharynx cancer","Cerebrospinal Fluid Rhinorrhea"
http://healthcarekg.org/ontology/hematologic_cancer,hasSymptom,http://healthcarekg.org/ontology/neuralgia_postherpetic,"hematologic cancer","Neuralgia, Postherpetic"
http://healthcarekg.org/ontology/rheumatoid_arthritis,hasSymptom,http://healthcarekg.org/ontology/hemiplegia,"rheumatoid arthritis","Hemiplegia"
http://healthcarekg.org/ontology/amyotrophic_lateral_sclerosis,hasSymptom,http://healthcarekg.org/ontology/neurologic_manifestations,"amyotrophic lateral sclerosis","Neurologic Manifestations"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/speech_disorders,"head and neck cancer","Speech Disorders"
http://healthcarekg.org/ontology/multiple_sclerosis,hasSymptom,http://healthcarekg.org/ontology/cerebellar_ataxia,"multiple sclerosis","Cerebellar Ataxia"
http://healthcarekg.org/ontology/mediastinal_cancer,hasSymptom,http://healthcarekg.org/ontology/respiratory_paralysis,"mediastinal cancer","Respiratory Paralysis"
http://healthcarekg.org/ontology/multiple_sclerosis,treatedBy,http://healthcarekg.org/ontology/prednisolone,"multiple sclerosis","Prednisolone"
http://healthcarekg.org/ontology/autistic_disorder,hasSymptom,http://healthcarekg.org/ontology/speech_disorders,"autistic disorder","Speech Disorders"
http://healthcarekg.org/ontology/migraine,hasSymptom,http://healthcarekg.org/ontology/amaurosis_fugax,"migraine","Amaurosis Fugax"
http://healthcarekg.org/ontology/malignant_glioma,hasSymptom,http://healthcarekg.org/ontology/hearing_loss,"malignant glioma","Hearing Loss"
http://healthcarekg.org/ontology/amyotrophic_lateral_sclerosis,hasSymptom,http://healthcarekg.org/ontology/supranuclear_palsy_progressive,"amyotrophic lateral sclerosis","Supranuclear Palsy, Progressive"
http://healthcarekg.org/ontology/malignant_glioma,hasSymptom,http://healthcarekg.org/ontology/gerstmann_syndrome,"malignant glioma","Gerstmann Syndrome"
http://healthcarekg.org/ontology/intracranial_aneurysm,hasSymptom,http://healthcarekg.org/ontology/vitreous_hemorrhage,"intracranial aneurysm","Vitreous Hemorrhage"
http://healthcarekg.org/ontology/meningioma,hasSymptom,http://healthcarekg.org/ontology/hearing_loss,"meningioma","Hearing Loss"
http://healthcarekg.org/ontology/ocular_cancer,hasSymptom,http://healthcarekg.org/ontology/vitreous_hemorrhage,"ocular cancer","Vitreous Hemorrhage"
http://healthcarekg.org/ontology/osteoarthritis,hasSymptom,http://healthcarekg.org/ontology/neuralgia,"osteoarthritis","Neuralgia"
http://healthcarekg.org/ontology/glaucoma,hasSymptom,http://healthcarekg.org/ontology/amblyopia,"glaucoma","Amblyopia"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/hoarseness,"head and neck cancer","Hoarseness"
http://healthcarekg.org/ontology/dental_caries,hasSymptom,http://healthcarekg.org/ontology/oral_hemorrhage,"dental caries","Oral Hemorrhage"
http://healthcarekg.org/ontology/brain_cancer,hasSymptom,http://healthcarekg.org/ontology/agnosia,"brain cancer","Agnosia"
http://healthcarekg.org/ontology/type_2_diabetes_mellitus,treatedBy,http://healthcarekg.org/ontology/irbesartan,"type 2 diabetes mellitus","Irbesartan"
http://healthcarekg.org/ontology/acquired_immunodeficiency_syndrome,treatedBy,http://healthcarekg.org/ontology/nevirapine,"acquired immunodeficiency syndrome","Nevirapine"
http://healthcarekg.org/ontology/coronary_artery_disease,treatedBy,http://healthcarekg.org/ontology/simvastatin,"coronary artery disease","Simvastatin"
http://healthcarekg.org/ontology/creutzfeldt_jakob_disease,hasSymptom,http://healthcarekg.org/ontology/echolalia,"Creutzfeldt-Jakob disease","Echolalia"
http://healthcarekg.org/ontology/multiple_sclerosis,hasSymptom,http://healthcarekg.org/ontology/fasciculation,"multiple sclerosis","Fasciculation"
http://healthcarekg.org/ontology/chronic_obstructive_pulmonary_disease,hasSymptom,http://healthcarekg.org/ontology/muscle_weakness,"chronic obstructive pulmonary disease","Muscle Weakness"
http://healthcarekg.org/ontology/bipolar_disorder,hasSymptom,http://healthcarekg.org/ontology/lesch_nyhan_syndrome,"bipolar disorder","Lesch-Nyhan Syndrome"
http://healthcarekg.org/ontology/restless_legs_syndrome,hasSymptom,http://healthcarekg.org/ontology/nocturnal_myoclonus_syndrome,"Restless Legs Syndrome","Nocturnal Myoclonus Syndrome"
http://healthcarekg.org/ontology/pancreatitis,hasSymptom,http://healthcarekg.org/ontology/ecchymosis,"pancreatitis","Ecchymosis"
http://healthcarekg.org/ontology/systemic_scleroderma,hasSymptom,http://healthcarekg.org/ontology/abdomen_acute,"systemic scleroderma","Abdomen, Acute"
http://healthcarekg.org/ontology/rectum_cancer,hasSymptom,http://healthcarekg.org/ontology/flatulence,"rectum cancer","Flatulence"
http://healthcarekg.org/ontology/systemic_scleroderma,hasSymptom,http://healthcarekg.org/ontology/proteinuria,"systemic scleroderma","Proteinuria"
http://healthcarekg.org/ontology/liver_cancer,hasSymptom,http://healthcarekg.org/ontology/vomiting,"liver cancer","Vomiting"
http://healthcarekg.org/ontology/epilepsy_syndrome,hasSymptom,http://healthcarekg.org/ontology/stuttering,"epilepsy syndrome","Stuttering"
http://healthcarekg.org/ontology/dental_caries,hasSymptom,http://healthcarekg.org/ontology/down_syndrome,"dental caries","Down Syndrome"
http://healthcarekg.org/ontology/rheumatoid_arthritis,hasSymptom,http://healthcarekg.org/ontology/schnitzler_syndrome,"rheumatoid arthritis","Schnitzler Syndrome"
http://healthcarekg.org/ontology/bone_cancer,hasSymptom,http://healthcarekg.org/ontology/facial_pain,"bone cancer","Facial Pain"
http://healthcarekg.org/ontology/peripheral_nervous_system_neoplasm,hasSymptom,http://healthcarekg.org/ontology/paresis,"peripheral nervous system neoplasm","Paresis"
http://healthcarekg.org/ontology/brain_cancer,hasSymptom,http://healthcarekg.org/ontology/vision_low,"brain cancer","Vision, Low"
http://healthcarekg.org/ontology/melanoma,hasSymptom,http://healthcarekg.org/ontology/vitreous_hemorrhage,"melanoma","Vitreous Hemorrhage"
http://healthcarekg.org/ontology/parkinson_s_disease,hasSymptom,http://healthcarekg.org/ontology/gait_ataxia,"Parkinson's disease","Gait Ataxia"
http://healthcarekg.org/ontology/hypertension,hasSymptom,http://healthcarekg.org/ontology/body_weight,"hypertension","Body Weight"
http://healthcarekg.org/ontology/uterine_cancer,hasSymptom,http://healthcarekg.org/ontology/abdomen_acute,"uterine cancer","Abdomen, Acute"
http://healthcarekg.org/ontology/hypertension,treatedBy,http://healthcarekg.org/ontology/indapamide,"hypertension","Indapamide"
http://healthcarekg.org/ontology/breast_cancer,treatedBy,http://healthcarekg.org/ontology/raloxifene,"breast cancer","Raloxifene"
http://healthcarekg.org/ontology/bipolar_disorder,hasSymptom,http://healthcarekg.org/ontology/color_vision_defects,"bipolar disorder","Color Vision Defects"
http://healthcarekg.org/ontology/chronic_obstructive_pulmonary_disease,hasSymptom,http://healthcarekg.org/ontology/sleep_disorders,"chronic obstructive pulmonary disease","Sleep Disorders"
http://healthcarekg.org/ontology/atopic_dermatitis,hasSymptom,http://healthcarekg.org/ontology/sleep_disorders,"atopic dermatitis","Sleep Disorders"
http://healthcarekg.org/ontology/gilles_de_la_tourette_syndrome,hasSymptom,http://healthcarekg.org/ontology/stuttering,"Gilles de la Tourette syndrome","Stuttering"
http://healthcarekg.org/ontology/polycystic_ovary_syndrome,hasSymptom,http://healthcarekg.org/ontology/birth_weight,"polycystic ovary syndrome","Birth Weight"
http://healthcarekg.org/ontology/attention_deficit_hyperactivity_disorder,hasSymptom,http://healthcarekg.org/ontology/akathisia_drug_induced,"attention deficit hyperactivity disorder","Akathisia, Drug-Induced"
http://healthcarekg.org/ontology/endogenous_depression,hasSymptom,http://healthcarekg.org/ontology/back_pain,"endogenous depression","Back Pain"
http://healthcarekg.org/ontology/hypertension,treatedBy,http://healthcarekg.org/ontology/terazosin,"hypertension","Terazosin"
http://healthcarekg.org/ontology/atopic_dermatitis,treatedBy,http://healthcarekg.org/ontology/mometasone,"atopic dermatitis","Mometasone"
http://healthcarekg.org/ontology/ulcerative_colitis,treatedBy,http://healthcarekg.org/ontology/prednisone,"ulcerative colitis","Prednisone"
http://healthcarekg.org/ontology/thoracic_aortic_aneurysm,hasSymptom,http://healthcarekg.org/ontology/cardiac_output_low,"thoracic aortic aneurysm","Cardiac Output, Low"
http://healthcarekg.org/ontology/pancreatic_cancer,hasSymptom,http://healthcarekg.org/ontology/visceral_pain,"pancreatic cancer","Visceral Pain"
http://healthcarekg.org/ontology/peripheral_nervous_system_neoplasm,hasSymptom,http://healthcarekg.org/ontology/paresthesia,"peripheral nervous system neoplasm","Paresthesia"
http://healthcarekg.org/ontology/acquired_immunodeficiency_syndrome,treatedBy,http://healthcarekg.org/ontology/saquinavir,"acquired immunodeficiency syndrome","Saquinavir"
http://healthcarekg.org/ontology/malaria,hasSymptom,http://healthcarekg.org/ontology/diarrhea,"malaria","Diarrhea"
http://healthcarekg.org/ontology/hematologic_cancer,treatedBy,http://healthcarekg.org/ontology/thalidomide,"hematologic cancer","Thalidomide"
http://healthcarekg.org/ontology/chronic_obstructive_pulmonary_disease,hasSymptom,http://healthcarekg.org/ontology/mobility_limitation,"chronic obstructive pulmonary disease","Mobility Limitation"
http://healthcarekg.org/ontology/rectum_cancer,hasSymptom,http://healthcarekg.org/ontology/pain_intractable,"rectum cancer","Pain, Intractable"
http://healthcarekg.org/ontology/prostate_cancer,treatedBy,http://healthcarekg.org/ontology/estradiol_valerate_dienogest,"prostate cancer","Estradiol valerate/Dienogest"
http://healthcarekg.org/ontology/brain_cancer,hasSymptom,http://healthcarekg.org/ontology/scotoma,"brain cancer","Scotoma"
http://healthcarekg.org/ontology/crohn_s_disease,hasSymptom,http://healthcarekg.org/ontology/tetany,"Crohn's disease","Tetany"
http://healthcarekg.org/ontology/peripheral_nervous_system_neoplasm,hasSymptom,http://healthcarekg.org/ontology/vision_disorders,"peripheral nervous system neoplasm","Vision Disorders"
http://healthcarekg.org/ontology/lung_cancer,treatedBy,http://healthcarekg.org/ontology/topotecan,"lung cancer","Topotecan"
http://healthcarekg.org/ontology/endogenous_depression,hasSymptom,http://healthcarekg.org/ontology/intellectual_disability,"endogenous depression","Intellectual Disability"
http://healthcarekg.org/ontology/breast_cancer,treatedBy,http://healthcarekg.org/ontology/methotrexate,"breast cancer","Methotrexate"
http://healthcarekg.org/ontology/adrenal_gland_cancer,hasSymptom,http://healthcarekg.org/ontology/syncope,"adrenal gland cancer","Syncope"
http://healthcarekg.org/ontology/stomach_cancer,hasSymptom,http://healthcarekg.org/ontology/hematemesis,"stomach cancer","Hematemesis"
http://healthcarekg.org/ontology/crohn_s_disease,treatedBy,http://healthcarekg.org/ontology/prednisone,"Crohn's disease","Prednisone"
http://healthcarekg.org/ontology/graves_disease,hasSymptom,http://healthcarekg.org/ontology/paralysis,"Graves' disease","Paralysis"
http://healthcarekg.org/ontology/colon_cancer,hasSymptom,http://healthcarekg.org/ontology/body_weight,"colon cancer","Body Weight"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/hemianopsia,"germ cell cancer","Hemianopsia"
http://healthcarekg.org/ontology/esophageal_cancer,hasSymptom,http://healthcarekg.org/ontology/fatigue,"esophageal cancer","Fatigue"
http://healthcarekg.org/ontology/vascular_cancer,hasSymptom,http://healthcarekg.org/ontology/fever_of_unknown_origin,"vascular cancer","Fever of Unknown Origin"
http://healthcarekg.org/ontology/alzheimer_s_disease,hasSymptom,http://healthcarekg.org/ontology/perceptual_disorders,"Alzheimer's disease","Perceptual Disorders"
http://healthcarekg.org/ontology/ocular_cancer,hasSymptom,http://healthcarekg.org/ontology/ecchymosis,"ocular cancer","Ecchymosis"
http://healthcarekg.org/ontology/otosclerosis,hasSymptom,http://healthcarekg.org/ontology/hearing_loss_bilateral,"otosclerosis","Hearing Loss, Bilateral"
http://healthcarekg.org/ontology/epilepsy_syndrome,hasSymptom,http://healthcarekg.org/ontology/prosopagnosia,"epilepsy syndrome","Prosopagnosia"
http://healthcarekg.org/ontology/fallopian_tube_cancer,hasSymptom,http://healthcarekg.org/ontology/edema,"fallopian tube cancer","Edema"
http://healthcarekg.org/ontology/metabolic_syndrome_x,hasSymptom,http://healthcarekg.org/ontology/sarcopenia,"metabolic syndrome X","Sarcopenia"
http://healthcarekg.org/ontology/idiopathic_pulmonary_fibrosis,hasSymptom,http://healthcarekg.org/ontology/heartburn,"idiopathic pulmonary fibrosis","Heartburn"
http://healthcarekg.org/ontology/osteoporosis,hasSymptom,http://healthcarekg.org/ontology/quadriplegia,"osteoporosis","Quadriplegia"
http://healthcarekg.org/ontology/pharynx_cancer,hasSymptom,http://healthcarekg.org/ontology/respiratory_sounds,"pharynx cancer","Respiratory Sounds"
http://healthcarekg.org/ontology/chronic_kidney_failure,hasSymptom,http://healthcarekg.org/ontology/albuminuria,"chronic kidney failure","Albuminuria"
http://healthcarekg.org/ontology/rheumatoid_arthritis,hasSymptom,http://healthcarekg.org/ontology/phantom_limb,"rheumatoid arthritis","Phantom Limb"
http://healthcarekg.org/ontology/refractive_error,hasSymptom,http://healthcarekg.org/ontology/miosis,"refractive error","Miosis"
http://healthcarekg.org/ontology/hematologic_cancer,treatedBy,http://healthcarekg.org/ontology/vinorelbine,"hematologic cancer","Vinorelbine"
http://healthcarekg.org/ontology/skin_cancer,hasSymptom,http://healthcarekg.org/ontology/cafe_au_lait_spots,"skin cancer","Cafe-au-Lait Spots"
http://healthcarekg.org/ontology/hypertension,hasSymptom,http://healthcarekg.org/ontology/edema,"hypertension","Edema"
http://healthcarekg.org/ontology/paget_s_disease_of_bone,hasSymptom,http://healthcarekg.org/ontology/back_pain,"Paget's disease of bone","Back Pain"
http://healthcarekg.org/ontology/spinal_cancer,hasSymptom,http://healthcarekg.org/ontology/reflex_abnormal,"spinal cancer","Reflex, Abnormal"
http://healthcarekg.org/ontology/intracranial_aneurysm,hasSymptom,http://healthcarekg.org/ontology/dizziness,"intracranial aneurysm","Dizziness"
http://healthcarekg.org/ontology/anemia,hasSymptom,http://healthcarekg.org/ontology/abdomen_acute,"anemia","Abdomen, Acute"
http://healthcarekg.org/ontology/bipolar_disorder,hasSymptom,http://healthcarekg.org/ontology/psychophysiologic_disorders,"bipolar disorder","Psychophysiologic Disorders"
http://healthcarekg.org/ontology/anemia,hasSymptom,http://healthcarekg.org/ontology/proteinuria,"anemia","Proteinuria"
http://healthcarekg.org/ontology/cleft_lip,hasSymptom,http://healthcarekg.org/ontology/mental_retardation_x_linked,"cleft lip","Mental Retardation, X-Linked"
http://healthcarekg.org/ontology/malignant_glioma,hasSymptom,http://healthcarekg.org/ontology/brain_death,"malignant glioma","Brain Death"
http://healthcarekg.org/ontology/colon_cancer,hasSymptom,http://healthcarekg.org/ontology/pain_postoperative,"colon cancer","Pain, Postoperative"
http://healthcarekg.org/ontology/bipolar_disorder,hasSymptom,http://healthcarekg.org/ontology/somnambulism,"bipolar disorder","Somnambulism"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/abdominal_pain,"germ cell cancer","Abdominal Pain"
http://healthcarekg.org/ontology/alzheimer_s_disease,hasSymptom,http://healthcarekg.org/ontology/menkes_kinky_hair_syndrome,"Alzheimer's disease","Menkes Kinky Hair Syndrome"
http://healthcarekg.org/ontology/intracranial_aneurysm,hasSymptom,http://healthcarekg.org/ontology/facial_pain,"intracranial aneurysm","Facial Pain"
http://healthcarekg.org/ontology/multiple_sclerosis,hasSymptom,http://healthcarekg.org/ontology/dystonia,"multiple sclerosis","Dystonia"
http://healthcarekg.org/ontology/ocular_cancer,hasSymptom,http://healthcarekg.org/ontology/facial_pain,"ocular cancer","Facial Pain"
http://healthcarekg.org/ontology/peripheral_nervous_system_neoplasm,hasSymptom,http://healthcarekg.org/ontology/muscular_atrophy,"peripheral nervous system neoplasm","Muscular Atrophy"
http://healthcarekg.org/ontology/type_1_diabetes_mellitus,hasSymptom,http://healthcarekg.org/ontology/hypotension_orthostatic,"type 1 diabetes mellitus","Hypotension, Orthostatic"
http://healthcarekg.org/ontology/malignant_mesothelioma,hasSymptom,http://healthcarekg.org/ontology/pain,"malignant mesothelioma","Pain"
http://healthcarekg.org/ontology/osteoporosis,hasSymptom,http://healthcarekg.org/ontology/pain,"osteoporosis","Pain"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/cerebrospinal_fluid_rhinorrhea,"head and neck cancer","Cerebrospinal Fluid Rhinorrhea"
http://healthcarekg.org/ontology/refractive_error,hasSymptom,http://healthcarekg.org/ontology/color_vision_defects,"refractive error","Color Vision Defects"
http://healthcarekg.org/ontology/parkinson_s_disease,hasSymptom,http://healthcarekg.org/ontology/muscle_cramp,"Parkinson's disease","Muscle Cramp"
http://healthcarekg.org/ontology/duodenum_cancer,hasSymptom,http://healthcarekg.org/ontology/abdominal_pain,"duodenum cancer","Abdominal Pain"
http://healthcarekg.org/ontology/refractive_error,hasSymptom,http://healthcarekg.org/ontology/optical_illusions,"refractive error","Optical Illusions"
http://healthcarekg.org/ontology/hypertension,hasSymptom,http://healthcarekg.org/ontology/obesity_abdominal,"hypertension","Obesity, Abdominal"
http://healthcarekg.org/ontology/liver_cancer,hasSymptom,http://healthcarekg.org/ontology/hematemesis,"liver cancer","Hematemesis"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/horner_syndrome,"germ cell cancer","Horner Syndrome"
http://healthcarekg.org/ontology/rectum_cancer,hasSymptom,http://healthcarekg.org/ontology/nausea,"rectum cancer","Nausea"
http://healthcarekg.org/ontology/atherosclerosis,treatedBy,http://healthcarekg.org/ontology/lovastatin,"atherosclerosis","Lovastatin"
http://healthcarekg.org/ontology/hematologic_cancer,treatedBy,http://healthcarekg.org/ontology/epirubicin,"hematologic cancer","Epirubicin"
http://healthcarekg.org/ontology/germ_cell_cancer,hasSymptom,http://healthcarekg.org/ontology/ophthalmoplegic_migraine,"germ cell cancer","Ophthalmoplegic Migraine"
http://healthcarekg.org/ontology/chronic_kidney_failure,hasSymptom,http://healthcarekg.org/ontology/restless_legs_syndrome,"chronic kidney failure","Restless Legs Syndrome"
http://healthcarekg.org/ontology/obesity,treatedBy,http://healthcarekg.org/ontology/cimetidine,"Obesity","Cimetidine"
http://healthcarekg.org/ontology/gout,hasSymptom,http://healthcarekg.org/ontology/hyperalgesia,"gout","Hyperalgesia"
http://healthcarekg.org/ontology/sarcoma,hasSymptom,http://healthcarekg.org/ontology/pelvic_pain,"sarcoma","Pelvic Pain"
http://healthcarekg.org/ontology/bipolar_disorder,hasSymptom,http://healthcarekg.org/ontology/sleep_disorders_circadian_rhythm,"bipolar disorder","Sleep Disorders, Circadian Rhythm"
http://healthcarekg.org/ontology/nephrolithiasis,hasSymptom,http://healthcarekg.org/ontology/urinary_bladder_neurogenic,"nephrolithiasis","Urinary Bladder, Neurogenic"
http://healthcarekg.org/ontology/germ_cell_cancer,treatedBy,http://healthcarekg.org/ontology/etoposide,"germ cell cancer","Etoposide"
http://healthcarekg.org/ontology/rheumatoid_arthritis,hasSymptom,http://healthcarekg.org/ontology/proteinuria,"rheumatoid arthritis","Proteinuria"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/shoulder_pain,"head and neck cancer","Shoulder Pain"
http://healthcarekg.org/ontology/endogenous_depression,hasSymptom,http://healthcarekg.org/ontology/presbycusis,"endogenous depression","Presbycusis"
http://healthcarekg.org/ontology/membranous_glomerulonephritis,hasSymptom,http://healthcarekg.org/ontology/proteinuria,"membranous glomerulonephritis","Proteinuria"
http://healthcarekg.org/ontology/hypertension,treatedBy,http://healthcarekg.org/ontology/metoprolol,"hypertension","Metoprolol"
http://healthcarekg.org/ontology/head_and_neck_cancer,hasSymptom,http://healthcarekg.org/ontology/pain,"head and neck cancer","Pain"
http://healthcarekg.org/ontology/alcohol_dependence,hasSymptom,http://healthcarekg.org/ontology/korsakoff_syndrome,"alcohol dependence","Korsakoff Syndrome"
http://healthcarekg.org/ontology/spinal_cancer,hasSymptom,http://healthcarekg.org/ontology/brown_sequard_syndrome,"spinal cancer","Brown-Sequard Syndrome"
http://healthcarekg.org/ontology/graves_disease,hasSymptom,http://healthcarekg.org/ontology/diplopia,"Graves' disease","Diplopia"
http://healthcarekg.org/ontology/degenerative_disc_disease,hasSymptom,http://healthcarekg.org/ontology/sciatica,"degenerative disc disease","Sciatica"
http://healthcarekg.org/ontology/abdominal_aortic_aneurysm,hasSymptom,http://healthcarekg.org/ontology/abdominal_pain,"abdominal aortic aneurysm","Abdominal Pain"
http://healthcarekg.org/ontology/tracheal_cancer,hasSymptom,http://healthcarekg.org/ontology/cough,"tracheal cancer","Cough"
http://healthcarekg.org/ontology/parkinson_s_disease,hasSymptom,http://healthcarekg.org/ontology/dyskinesias,"Parkinson's disease","Dyskinesias"
http://healthcarekg.org/ontology/acquired_immunodeficiency_syndrome,treatedBy,http://healthcarekg.org/ontology/stavudine,"acquired immunodeficiency syndrome","Stavudine"
http://healthcarekg.org/ontology/creutzfeldt_jakob_disease,hasSymptom,http://healthcarekg.org/ontology/sensation_disorders,"Creutzfeldt-Jakob disease","Sensation Disorders"
http://healthcarekg.org/ontology/schizophrenia,hasSymptom,http://healthcarekg.org/ontology/perceptual_disorders,"schizophrenia","Perceptual Disorders"
http://healthcarekg.org/ontology/ankylosing_spondylitis,hasSymptom,http://healthcarekg.org/ontology/low_back_pain,"ankylosing spondylitis","Low Back Pain"
http://healthcarekg.org/ontology/nephrolithiasis,hasSymptom,http://healthcarekg.org/ontology/lesch_nyhan_syndrome,"nephrolithiasis","Lesch-Nyhan Syndrome"
http://healthcarekg.org/ontology/systemic_scleroderma,hasSymptom,http://healthcarekg.org/ontology/purpura_thrombocytopenic,"systemic scleroderma","Purpura, Thrombocytopenic"
http://healthcarekg.org/ontology/systemic_lupus_erythematosus,hasSymptom,http://healthcarekg.org/ontology/hemiplegia,"systemic lupus erythematosus","Hemiplegia"
http://healthcarekg.org/ontology/pancreatic_cancer,hasSymptom,http://healthcarekg.org/ontology/pain,"pancreatic cancer","Pain"
http://healthcarekg.org/ontology/skin_cancer,hasSymptom,http://healthcarekg.org/ontology/purpura_thrombocytopenic,"skin cancer","Purpura, Thrombocytopenic"
http://healthcarekg.org/ontology/glaucoma,treatedBy,http://healthcarekg.org/ontology/latanoprost,"glaucoma","Latanoprost"
http://healthcarekg.org/ontology/alzheimer_s_disease,hasSymptom,http://healthcarekg.org/ontology/agnosia,"Alzheimer's disease","Agnosia"
http://healthcarekg.org/ontology/bone_cancer,hasSymptom,http://healthcarekg.org/ontology/paresis,"bone cancer","Paresis"
http://healthcarekg.org/ontology/esophageal_cancer,hasSymptom,http://healthcarekg.org/ontology/anorexia,"esophageal cancer","Anorexia"
http://healthcarekg.org/ontology/peripheral_nervous_system_neoplasm,hasSymptom,http://healthcarekg.org/ontology/ophthalmoplegia,"peripheral nervous system neoplasm","Ophthalmoplegia"
http://healthcarekg.org/ontology/migraine,hasSymptom,http://healthcarekg.org/ontology/confusion,"migraine","Confusion"
http://healthcarekg.org/ontology/urinary_bladder_cancer,hasSymptom,http://healthcarekg.org/ontology/pelvic_pain,"urinary bladder cancer","Pelvic Pain"
http://healthcarekg.org/ontology/lung_cancer,treatedBy,http://healthcarekg.org/ontology/doxorubicin,"lung cancer","Doxorubicin"
http://healthcarekg.org/ontology/thyroid_cancer,hasSymptom,http://healthcarekg.org/ontology/dysphonia,"thyroid cancer","Dysphonia"
http://healthcarekg.org/ontology/jejunal_cancer,hasSymptom,http://healthcarekg.org/ontology/vomiting,"jejunal cancer","Vomiting"
http://healthcarekg.org/ontology/thoracic_aortic_aneurysm,hasSymptom,http://healthcarekg.org/ontology/dyspnea,"thoracic aortic aneurysm","Dyspnea"
http://healthcarekg.org/ontology/leprosy,hasSymptom,http://healthcarekg.org/ontology/paresthesia,"leprosy","Paresthesia"
http://healthcarekg.org/ontology/thymus_cancer,hasSymptom,http://healthcarekg.org/ontology/ataxia_telangiectasia,"thymus cancer","Ataxia Telangiectasia"
http://healthcarekg.org/ontology/muscle_cancer,treatedBy,http://healthcarekg.org/ontology/methotrexate,"muscle cancer","Methotrexate"
http://healthcarekg.org/ontology/malaria,treatedBy,http://healthcarekg.org/ontology/quinidine_barbiturate,"malaria","Quinidine barbiturate"
http://healthcarekg.org/ontology/sarcoma,hasSymptom,http://healthcarekg.org/ontology/paresis,"sarcoma","Paresis"
